Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Source
c1cnccn1,c1cnccn1,bitter,chemtastes_db
N1C=CC=N1,N1C=CC=N1,bitter,chemtastes_db
c1ccnnc1,c1ccnnc1,bitter,chemtastes_db
c1ccncc1,c1ccncc1,bitter,chemtastes_db
[Br-].CN(C)C(=O)Oc1ccc[n+](c1)C,[Br-].CN(C)C(=O)Oc1ccc[n+](c1)C,bitter,chemtastes_db
c1cncnc1,c1cncnc1,bitter,chemtastes_db
Oc1ccccc1O,Oc1ccccc1O,bitter,chemtastes_db
COC1=CC=C2Nc3cc(ccc3C(=C2N1)N=C1C=C(CN2CCCC2)C(=O)C(=C1)CN1CCCC1)Cl.OP(O)(O)=O.OP(O)(O)=O.OP(O)(O)=O.OP(O)(O)=O,COC1=CC=C2Nc3cc(ccc3C(=C2N1)N=C1C=C(CN2CCCC2)C(=O)C(=C1)CN1CCCC1)Cl.OP(O)(O)=O.OP(O)(O)=O.OP(O)(O)=O.OP(O)(O)=O,bitter,chemtastes_db
N1C=CC=C1,N1C=CC=C1,bitter,chemtastes_db
C1CCNC1,C1CCNC1,bitter,chemtastes_db
CC1(O)CC(=C(O)C1=O)N1CCCC1,CC1(O)CC(=C(O)C1=O)N1CCCC1,bitter,chemtastes_db
CCC(C)C(NC(=O)C(CCCCN)NC(=O)C(CC(O)=O)NC(=O)C(N)CCC(N)=O)C(=O)NC(CC1=CNC=N1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(C(C)O)C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(Cc1ccc(cc1)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(O)=O,CCC(C)C(NC(=O)C(CCCCN)NC(=O)C(CC(O)=O)NC(=O)C(N)CCC(N)=O)C(=O)NC(CC1=CNC=N1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(C(C)O)C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(Cc1ccc(cc1)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(O)=O,bitter,chemtastes_db
CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)N1CCCC1C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CC1=CNc2ccccc12)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(O)=O,CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)N1CCCC1C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CC1=CNc2ccccc12)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(O)=O,bitter,chemtastes_db
CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CO)C(O)=O,CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CO)C(O)=O,bitter,chemtastes_db
CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(O)=O,CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(O)=O,bitter,chemtastes_db
CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CC1=CNc2ccccc12)C(=O)NC(CC1=CNC=N1)C(O)=O,CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CC1=CNc2ccccc12)C(=O)NC(CC1=CNC=N1)C(O)=O,bitter,chemtastes_db
CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CC1=CNc2ccccc12)C(=O)NC(CC1=CNC=N1)C(=O)NC(CO)C(=O)N1CCCC1C(O)=O,CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CC1=CNc2ccccc12)C(=O)NC(CC1=CNC=N1)C(=O)NC(CO)C(=O)N1CCCC1C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(CCCCN)NC(=O)C(CC(O)=O)NC(=O)C(CC(N)=O)NC(=O)C(N)CCC(N)=O)C(=O)NC(CC1=CNC=N1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(C(C)O)C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(Cc1ccc(cc1)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)N1CCCC1C(=O)NC(C(C)CC)C(=O)N1CCCC1C(O)=O,CCC(C)C(NC(=O)C(CCCCN)NC(=O)C(CC(O)=O)NC(=O)C(CC(N)=O)NC(=O)C(N)CCC(N)=O)C(=O)NC(CC1=CNC=N1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(C(C)O)C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(Cc1ccc(cc1)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)N1CCCC1C(=O)NC(C(C)CC)C(=O)N1CCCC1C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(CCCCN)NC(=O)C(CC(O)=O)NC(=O)C(CC(N)=O)NC(=O)C(N)CCC(N)=O)C(=O)NC(CC1=CNC=N1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(C(C)O)C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(Cc1ccc(cc1)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)N1CCCC1C(=O)NC(C(C)CC)C(=O)N1CCCC1C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(C(C)CC)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(CCC(N)=O)C(=O)NC(C(C)O)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(O)=O,CCC(C)C(NC(=O)C(CCCCN)NC(=O)C(CC(O)=O)NC(=O)C(CC(N)=O)NC(=O)C(N)CCC(N)=O)C(=O)NC(CC1=CNC=N1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(C(C)O)C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(Cc1ccc(cc1)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)N1CCCC1C(=O)NC(C(C)CC)C(=O)N1CCCC1C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(C(C)CC)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(CCC(N)=O)C(=O)NC(C(C)O)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(N)CCC(N)=O)C(C)C)C(C)C)C(C)CC)C(=O)NC(C(C)C)C(O)=O,CCC(C)C(NC(=O)C(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(N)CCC(N)=O)C(C)C)C(C)C)C(C)CC)C(=O)NC(C(C)C)C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)C)C(O)=O,CCC(C)C(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)C)C(O)=O,bitter,chemtastes_db
CC(C)CC(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(N)CCC(N)=O)C(C)C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC(CCC(N)=O)C(O)=O,CC(C)CC(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(N)CCC(N)=O)C(C)C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC(CCC(N)=O)C(O)=O,bitter,chemtastes_db
COC1=CC(C)C2CC3OC(=O)CC4C(=C(OC)C(=O)C(C34C)C2(C)C1=O)C,COC1=CC(C)C2CC3OC(=O)CC4C(=C(OC)C(=O)C(C34C)C2(C)C1=O)C,bitter,chemtastes_db
CCC12CCCN(CCC3=C(CC1)Nc1ccccc31)C2,CCC12CCCN(CCC3=C(CC1)Nc1ccccc31)C2,bitter,chemtastes_db
OC1=C(Oc2cc(c(c(c2C1=O)O)O)O)c1ccc(c(c1)O)O,OC1=C(Oc2cc(c(c(c2C1=O)O)O)O)c1ccc(c(c1)O)O,bitter,chemtastes_db
OC1=C(Oc2cc(cc(c2C1=O)O)O)c1ccc(c(c1)O)O,OC1=C(Oc2cc(cc(c2C1=O)O)O)c1ccc(c(c1)O)O,bitter,chemtastes_db
OCC1CC(OC2=C(Oc3cc(cc(c3C2=O)O)O)c2ccc(c(c2)O)O)C(O)C(O)C1O,OCC1CC(OC2=C(Oc3cc(cc(c3C2=O)O)O)c2ccc(c(c2)O)O)C(O)C(O)C1O,bitter,chemtastes_db
Cl.Cl.CCN(CC)CCCC(C)Nc1c2ccc(cc2nc2ccc(cc12)OC)Cl,Cl.Cl.CCN(CC)CCCC(C)Nc1c2ccc(cc2nc2ccc(cc12)OC)Cl,bitter,chemtastes_db
C1=Nc2ccccc2C=N1,C1=Nc2ccccc2C=N1,bitter,chemtastes_db
COc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2C=C.COc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2C=C.OS(O)(=O)=O,COc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2C=C.COc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2C=C.OS(O)(=O)=O,bitter,chemtastes_db
COc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2C=C,COc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2C=C,bitter,chemtastes_db
Cl.Cl.COc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2C=C,Cl.Cl.COc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2C=C,bitter,chemtastes_db
Cl.COc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2C=C,Cl.COc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2C=C,bitter,chemtastes_db
COc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2C=C.OS(O)(=O)=O,COc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2C=C.OS(O)(=O)=O,bitter,chemtastes_db
OCC1C(=Cc2ccco2)C(=O)c2cc(c(c[n+]12)[O-])Cc1ccco1,OCC1C(=Cc2ccco2)C(=O)c2cc(c(c[n+]12)[O-])Cc1ccco1,bitter,chemtastes_db
CC1CCC2(CCC3(C(O)=O)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1C)C(O)=O,CC1CCC2(CCC3(C(O)=O)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1C)C(O)=O,bitter,chemtastes_db
CC1(C)C=CC(=O)C23COC(O)(C(O)C12)C12CC(CCC31)C(=C)C2=O,CC1(C)C=CC(=O)C23COC(O)(C(O)C12)C12CC(CCC31)C(=C)C2=O,bitter,chemtastes_db
CC(=O)OC1C(=C)C2CCC3C45COC(O)(C(O)C5C(C)(C)C=CC4=O)C13C2,CC(=O)OC1C(=C)C2CCC3C45COC(O)(C(O)C5C(C)(C)C=CC4=O)C13C2,bitter,chemtastes_db
CC(=O)OCC1OC(OCC2OC(OC3(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C3OC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,CC(=O)OCC1OC(OCC2OC(OC3(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C3OC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,bitter,chemtastes_db
Cl.CNC(NCCSCC1=CC=C(CN(C)C)O1)=CN(=O)=O,Cl.CNC(NCCSCC1=CC=C(CN(C)C)O1)=CN(=O)=O,bitter,chemtastes_db
COC(=O)C(NC(=O)C(N)CC(O)=O)c1ccccc1,COC(=O)C(NC(=O)C(N)CC(O)=O)c1ccccc1,bitter,chemtastes_db
CCC(C)C(NC(=O)C1CCCN1C(=O)C(CCSC)NC(=O)C(CC(O)=O)NC(=O)C(N)CCCN=C(N)N)C(=O)NC(CCC(N)=O)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(cc1)O)C(O)=O,CCC(C)C(NC(=O)C1CCCN1C(=O)C(CCSC)NC(=O)C(CC(O)=O)NC(=O)C(N)CCCN=C(N)N)C(=O)NC(CCC(N)=O)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(cc1)O)C(O)=O,bitter,chemtastes_db
Oc1ccc(cc1)C=Cc1cc(cc(c1)O)O,Oc1ccc(cc1)C=Cc1cc(cc(c1)O)O,bitter,chemtastes_db
OC1CCCN2CC3CC(CN4CCCCC34)C12,OC1CCCN2CC3CC(CN4CCCCC34)C12,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NC(Cc1ccccc1)C(O)=O,NC(CCCN=C(N)N)C(=O)NC(Cc1ccccc1)C(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(O)=O,NC(CCCN=C(N)N)C(=O)NCC(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,NC(CCCN=C(N)N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NC(C(C)C)C(O)=O,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NC(C(C)C)C(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(O)=O,NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(O)=O)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(C)CC)C(=O)NC(C(C)C)C(O)=O,CCC(C)C(NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(O)=O)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(C)CC)C(=O)NC(C(C)C)C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NC(C(C)C)C(O)=O,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NC(C(C)C)C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(C)CC)C(=O)NC(C(C)C)C(O)=O,CCC(C)C(NC(=O)C(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(C)CC)C(=O)NC(C(C)C)C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NC(C(C)C)C(O)=O,CCC(C)C(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NC(C(C)C)C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(NC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(C)CC)C(=O)NC(C(C)C)C(O)=O,CCC(C)C(NC(=O)C(NC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(C)CC)C(=O)NC(C(C)C)C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(C)CC)C(=O)NC(C(C)C)C(O)=O,CCC(C)C(NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(C)CC)C(=O)NC(C(C)C)C(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(O)=O,NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCC(O)=O,NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCC(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(O)=O,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(O)=O,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NC(C(C)C)C(O)=O,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NC(C(C)C)C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NCC(O)=O,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NCC(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(C)CC)C(C)C)C(=O)NC(C(C)C)C(O)=O,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(C)CC)C(C)C)C(=O)NC(C(C)C)C(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(O)=O,NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(O)=O,NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(O)=O,NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,bitter,chemtastes_db
NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,NC(CCCN=C(N)N)C(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,bitter,chemtastes_db
CC(C)C(NC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(O)=O,CC(C)C(NC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(O)=O,bitter,chemtastes_db
CCC(C)C(NC(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NCC(O)=O,CCC(C)C(NC(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1C(=O)CNC(=O)C(N)CCCN=C(N)N)C(=O)NCC(O)=O,bitter,chemtastes_db
CC(CCCC(C)=C)CCOC(C)=O,CC(CCCC(C)=C)CCOC(C)=O,bitter,chemtastes_db
